,Unnamed: 0,Unnamed: 0.1,No.,Job_Company,Job_Title,Job_Description,Education_level,Skills_Requirement,python,nosql,sql,r,ai,r語言,mysql,mongodb,資料庫,javascript,機器學習,深度學習,資料探勘,文字探勘,linux,統計學,資料分析,sap,sas,java,c++,c#
10,10,10,11,瑞嘉軟體科技股份有限公司,Data Analyst / 資料分析師,"•  Discover insights from a wide variety of data sources for potential business decisions.
•  Collaborate across marketing, business operations, and business leaders to understand business questions.
•  Create detailed report based on data mining and data visualization for business requirement.
•  Perform other duties as necessary.",大學、碩士,"['sql', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,11,12,富禾生醫股份有限公司,生物醫學資訊工程師,"1.生物醫學資料庫建立。
2.生物醫學數值之機器學習演算法開發及驗證。
3.協同PM進行數據分析、資訊視覺化，並報告分析結果、提出建議及後續成效評估。
4.主管交辦事項。",不拘,"['深度學習', '資料分析', '機器學習', 'python', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,12,13,歐立威科技股份有限公司,資料分析師 (Data Analyst),"1. 針對平台數據內容，進行數據整理及分析。
2. 依需求將數據及資訊視覺化並說明分析結果。
3. 提供建議及後續成效評估
本職務需要具有以下技能：
1. 熟悉分類分群、推薦、迴歸預測等演算法理論基礎，並有實作經驗
2. 熟悉程式與分析應用，如 Python, R, SAS 等
3. 熟悉商業智慧(BI)工具，如 Tableau, PowerBI 等",專科以上,"['sas', '資料庫', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,13,14,關貿網路股份有限公司,資料分析師(T53),"建立分析統計預測模型及演算法
視覺化報表設計",大學以上,['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,14,15,永慶房產集團_永慶房屋仲介股份有限公司,資深資料分析師.,"永慶房產集團垂直整合三大事業群，歡迎具備邏輯思考、分析判斷及溝通能力優秀人才的加入，我們提供舒適的辦公環境，完整的升遷制度及教育訓練，更有資深同仁經驗分享，帶領新人熟悉工作，讓您可以在最優質完整的環境下全心投入與發展。

【工作內容說明】
1.利用統計分析或資料採礦技術協助公司掌握市場趨勢。
2.協助公司內外部分析資料整合，決策分析系統設計。
3.客戶資料庫整合規劃。
4.透過資料分析協同營運單位作戰。",大學、碩士,"['sql', '資料庫', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,16,永豐金證券股份有限公司,資料分析師(資訊部),"1.資料建置、清理與管理
2.使用者行為分析、解釋與預測，並撰寫分析報告(如投資行為、瀏覽行為)
3.建立統計、計量或機器學習模型，提供Fintech 應用及協助決策
4.金融科技專案規劃與執行",大學以上,"['機器學習', 'python', 'sql', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,16,17,干城數碼有限公司,Python / R 數據分析師/資料分析師_D,"1.預估訂單，使用統計、機器學習、深度學習等演算法進行建模
2.協助定義商業問題以及方法論，定義假說以及指標，調整設計數據模型 
3.資料分析專案管理 
4.負責專案之提案/執行",專科、大學、碩士,"['sql', '資料庫', '資料分析', '機器學習', 'python', '深度學習', 'nosql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,17,18,意藍資訊股份有限公司,資料分析師 (社群資料、人群資料),"本公司運用語意分析與雲端技術專長，推出全國規模最大的網路社群監測與分析平台《OpView社群口碑資料庫》及《PeopleView人群資料庫》，廣泛地應用在行銷廣告、公關客服、品牌及市場研究上，能夠在數億筆的雲端資料庫內，精確地分析網路上的口碑聲量，以及消費者和市場的樣貌，是數位行銷時代重要的工具，因此本公司招募想積極投身這波浪潮的人才一同加入。

工作內容：
70% 執行客戶的分析報告或提案，分析問題，進而提出策略方向
20% 經營客戶關係，協助解決問題
10% 分析客戶需求，歸納並參與規劃產品，提升服務

本工作無特定學經歷要求，歡迎對下列有經驗或有興趣的同仁加入
1.統計及研究方法論
2.各式分析工具或技術 (例如R, Python, Excel, SQL任一)
3.在企業及商業上的洞見詮釋",大學以上,"['python', 'sql', '資料庫', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,18,19,動力安全資訊股份有限公司,資料分析師,"1.企業級Splunk架構安裝及設定
2.需求訪談及文件撰寫
3.系統分析及文件撰寫
4.儀表板建置及警示建置",大學、碩士,['資料分析'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,19,20,向上國際科技股份有限公司,BI工程師/資料分析師,"1. 設計、開發及管理 Data infrastructure
2. 協助內部用戶團隊做數據驅動的轉型
3. 與內部用戶合作，以定義滿足業務需要的分析需求
4. 以科學方法執行數據的假設檢驗
5. 設計、開發、佈署和管理資料架構
6. 資料探勘，進行資料蒐集、彙整、分析、結果呈現
7. 用即時分析技術做監控、異常檢測或提升產品功能
8. 規劃並實施中、長期的發展方向
",專科以上,"['sql', '資料分析', '機器學習', 'python', '資料探勘']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,21,意藍資訊股份有限公司,資料分析師 (資深/社群資料、人群資料),"本公司運用語意分析與雲端技術專長，推出全國規模最大的網路社群監測與分析平台《OpView社群口碑資料庫》及《PeopleView人群資料庫》，廣泛地應用在行銷廣告、公關客服、品牌及市場研究上，能夠在數億筆的雲端資料庫內，精確地分析網路上的口碑聲量，以及消費者和市場的樣貌，是數位行銷時代重要的工具，因此本公司招募想積極投身這波浪潮的人才一同加入。

工作內容：
70% 執行客戶的分析報告或提案，分析問題，進而提出策略方向
20% 經營客戶關係，協助解決問題
10% 分析客戶需求，歸納並參與規劃產品，提升服務

本工作無特定學經歷要求，歡迎對下列有經驗或有興趣的同仁加入
1.統計及研究方法論
2.各式分析工具或技術 (例如R, Python, Excel, SQL任一)
3.在企業及商業上的洞見詮釋",大學以上,"['python', 'sql', '資料庫', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,21,22,童綜合醫療社團法人童綜合醫院,童綜合醫院資料分析師(資訊部),"1.醫院HIS資料清整。
2.主題式資料庫之建置。
3.主管交辦事項。
4.醫療業務相關統計及分析。",碩士以上,"['r語言', 'sas', '資料庫', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,22,23,逢甲大學_地理資訊系統研究中心,資深資料分析師_統合決策處,"1. 使用統計，數學,機器學習或deep learning等方法分析專案計畫產生的資料。
2. 將問題與需求轉化為可分析的條件以及狀態。
3. 定義專案分析的範圍以及方法論，定義假說以及指標,調整設計數據模型。
4. 定義解決方法步驟的優先度。
5. 設計建立分析所需工具。
6. 專案成果彙整。",碩士以上,"['sql', '資料分析', '機器學習', 'python', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,23,24,聯強國際股份有限公司,資料分析師(全球第二大IT通路集團),"(2020菁英計劃)於集團總部負責亞太(台灣、大陸、香港、澳洲、紐西蘭…)營運系統之研發與管理， 運用營運大數據，打造聯強數位神經系統，提升營運智能。

對大數據資料處理及分析或人工智慧有高度興趣者
資料統計分析、特徵工程。
數據分析可視化操作。
演算法評估，建立預測模型。",大學以上,"['機器學習', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,25,怡東人事顧問股份有限公司,【知名財團法人】資料分析師  (資安所),"~此為派遣性質工作~

1.研發問題定議。
2.演算法設計。
3.模組/模型開發。
4.相關論文探討。
5.模組/模型線上測試。",碩士以上,['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,25,26,凱鈿行動科技股份有限公司,資料分析師 Data Analyst (台南/Tainan),"【你需要做什麼？】
• 行銷名單彙整管理
• 產品數據收集參數設定與分析
• 用戶行為與產品改善分析
• 行銷活動與廣告支出效益分析
• 內部與外部平台數據整合運用
• 公司流程數據化視覺化與決策流程連結
• 主動挖掘對公司營運提升有幫助之相關數據

【你需要具備什麼？】
• 能使用SQL語言查詢與匯出資料庫數據
• 熟悉Tableau, Data Studio 視覺化軟體操作
• 至少具備一項 Stata、SAS、SPSS、R 等統計軟體操作經驗
• 具備Python, Ruby 等程式語言操作經驗尤佳
• 具備應用個體經濟學知識為佳
• 具備資料庫管理經驗者尤佳
• 科系：經濟學相關,統計學相關,數理統計相關

【加分條件】
• 我們希望你熱愛數據的同時也善於用白話的語言跟團隊成員溝通
• 我們希望你具備理性的數據思維也能兼具些微感性的分析能力
• 我們希望你實事求是、善用數據、抽絲剝繭、不被問題表像所侷限
• 我們歡迎你提出大膽假設、小心求證，提供我們一劑良方

心動不如馬上行動，想加入我們，就快把履歷投遞過來吧！

履歷喂食處▼（HR小編只食用經由這個連結喂過來的履歷喔＞＜）：
https://kdanmobile.teamdoor.io/s/O7JNDB?lng=zh-TW

",大學以上,"['sql', 'sas', 'python', '統計學', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,26,27,麗臺科技股份有限公司,資深資料分析師【Big Data】,"1. 透過操作及分析數據以驅動有效的商業行動
2. 從大量且多維度的資料提出洞見及可行性策略
3. 使用者數據研究，設計實驗以驗證成效，透過分析多樣化的資料來呈現數據
4. 利用資料視覺化方式組織並發佈可信服的資料分析結果以提供解決方案
5. 其他專案及主管交辦事項",大學、碩士,"['python', 'sql', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,27,28,薩摩亞商鳳之梧數位科技有限公司台灣分公司,DBA資料庫分析師,"1.	大型網站後端DB規劃`效能調教`備援`轉移及復原處理。
2.	制定 SQL Server 的監控指標與應對機制，管理各項資料庫資源的使用，包含使用數量、使用空間、系統資源（CPU、Memory、IO）。
3.	實施各式資料庫執行效能優化方式，ex. SQL 語法效調(SQL Tuning)、索引規劃(Index)、資料分割(Partition Table)、資料壓縮等。
4.	熟悉 SQL 語法，有能力審閱 Store Procedure、Function、Trigger。
5.	DB版控管理。
6.	建置 High Availability (HA)，創建最佳資料庫架構。
7.	熟悉No-SQL: Mongo` Redis` Memcached 等。
8.	應對DB高併發巨量請求的應對處理機制。
9.	撰寫Script進行日常工作或監控自動化。
10.	具備CI/CD 經驗及 雲端DB使用經驗(如AWS RDS) 尤佳。
11.	資料庫相關技術諮詢及RD/DBA相關教育訓練。",專科、大學、碩士,"['sql', '資料庫', 'mongodb']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,28,29,中華電信關係企業_神腦國際企業股份有限公司,資深數據資料分析師,"1. 使用統計、機器學習等方法和分析工具協助公司掌握市場動態和產業趨勢，以提高競爭力。
2. 協助營運單位分析數據、建立模型、商業化解讀分析結果，並協同轉化成可執行方案，並追蹤方案成效。
3. 執行客戶行為與屬性的分析與預測、全通路商品或事件的個人化推薦與預測、客戶相關軌跡演算分析與預測。
4. 利用數據分析與儀表板設計軟體將分析的結果進行資料視覺化。",大學、碩士,"['sql', '機器學習', 'mysql', 'python', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,29,30,廣達電腦股份有限公司,資料數據分析工程師/專員 - J1913,"1. 數據資料前處理（包含數據清洗、特徵工程、數據相關性分析）。
2. 資料可視化處理。
3. 演算法開發與建模。
4. 機器學習、深度學習或其他相關演算法應用。
5. 參與專案與系統架構流程規劃。
6. 工作待遇/職稱(助理工程師、工程師或專員)：將依學經歷進行敘薪。",大學、碩士,"['c#', '機器學習', 'c++', 'python', '深度學習']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,30,31,國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】資料科學分析師 -數據應用 (數數發中心,DDT)","【職務說明】
1. 協助資料導入及自動化開發
2. 數據介接、清洗、處理與數據模型的程式開發
3. 與數據分析師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發
4. 控管資料處理架構與品質",大學以上,"['sql', '機器學習', 'mongodb', 'python', '深度學習', 'linux']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,32,意藍資訊股份有限公司,產品分析師 (PeopleView人群資料庫),"本公司為第三方數據服務領導品牌，整合多方 Data Partner 資料並利用大數據 / AI / 語意分析技術，建構《PeopleView 人群資料庫》，提供企業人群描繪資料用以深化會員資料庫、會員溝通優化；同時亦將資料應用於精準廣告人群定向，為企業、廣告投放夥伴優化廣告成效，並成為 Google DoubleClick、The Trade Desk重要的數據合作伙伴。為持續精進產品與服務品質，找尋並培育數據+科技+行銷 跨領域人才，共同建構具技術與市場影響力的數據產品。

此職務為產品部門PM角色，須與各部門溝通協調，負責產品發展與服務品質優化、資料價值挖掘，如果你具資訊、網站前端知識、熟悉數位廣告產業，又喜歡挑戰自己，那我們的工作項目非常適合你：
1.產品分析與功能價值：運用資料處理能力(資料處理、資料清理、格式與內容轉換…等)與分析能力(資料視覺化、統計檢定/分析、機器學習/深度學習…等)進行產品品質提升建議、除錯、或產品應用報告產出；並建構產品分析功能模組，設計資料實驗方法、實驗步驟，並執行相關實驗，以提升產品價值。
2.快速的產品開發：進行跨部門溝通(研發工程部門、業務部門、分析部門等)，了解需求與產品市場，並管理/執行各項產品開發流程。
3.外部溝通：與客戶、合作夥伴等溝通協調，確認合作模式、專案、服務等流程順利進行，最大化合作價值。
4.各種有趣事項。",大學、碩士,"['深度學習', '機器學習', 'python', 'ai', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,32,33,伊雲谷數位科技股份有限公司,Data Scientist 資料科學家_數據分析師,"面對真實世界的複雜問題，運用資料科學與數據分析專業，協助客戶掌握有價值的資料並獲得洞見，
本職務將接觸到廣泛的產業領域，包含金融業、科技業、製造業、政府機關、法人機構、上市櫃公司...等大型企業。

職務內容：
1. 與客戶溝通了解客戶需求目的、想解決的問題與希望獲得的商業價值
2. 定義數據收集與後續分析需求，建構所需要的資料處理流程並協助客戶進行數據處理(清洗、ETL、標籤、特徵提取等)
3. 依據數據處理與分析需求，建構數據模型，視實際情況調整並優化模型與流程
4. 進行各種數據追蹤和分析，針對商業問題提供有用數據、評估與應用在客戶環境中，並持續優化與修正。
5. 將數據結果給予最佳的視覺化建議與呈現
6. 引導客戶學習使用並協助客戶洞察數據，提供有效的決策支援。
本職務需要具有以下技能：
1. 熟悉分類分群、推薦、迴歸預測等演算法理論基礎，並有實作經驗
2. 熟悉程式與分析應用，如 Python, R, SPSS, MATLAB, SAS 等
3. 熟悉大數據生態系(Big Data Ecosystem)，如 Hadoop, Spark, MapReduce, Hive 等
4. 熟悉商業智慧(BI)工具，如 Tableau, QuickView, Qlik, PowerBI, Quicksight 等

",碩士,"['機器學習', 'sas', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,33,34,意藍資訊股份有限公司,產品分析師 (資深/PeopleView人群資料庫),"本公司為第三方數據服務領導品牌，整合多方 Data Partner 資料並利用大數據 / AI / 語意分析技術，建構《PeopleView 人群資料庫》，提供企業人群描繪資料用以深化會員資料庫、會員溝通優化；同時亦將資料應用於精準廣告人群定向，為企業、廣告投放夥伴優化廣告成效，並成為 Google DoubleClick、The Trade Desk重要的數據合作伙伴。為持續精進產品與服務品質，找尋並培育數據+科技+行銷 跨領域人才，共同建構具技術與市場影響力的數據產品。

此職務為產品部門PM角色，須與各部門溝通協調，負責產品發展與服務品質優化、資料價值挖掘，如果你具資訊、網站前端知識、熟悉數位廣告產業，又喜歡挑戰自己，那我們的工作項目非常適合你：
1.產品分析與功能價值：運用資料處理能力(資料處理、資料清理、格式與內容轉換…等)與分析能力(資料視覺化、統計檢定/分析、機器學習/深度學習…等)進行產品品質提升建議、除錯、或產品應用報告產出；並建構產品分析功能模組，設計資料實驗方法、實驗步驟，並執行相關實驗，以提升產品價值。
2.快速的產品開發：進行跨部門溝通(研發工程部門、業務部門、分析部門等)，了解需求與產品市場，並管理/執行各項產品開發流程。
3.外部溝通：與客戶、合作夥伴等溝通協調，確認合作模式、專案、服務等流程順利進行，最大化合作價值。
4.各種有趣事項。",大學、碩士,"['深度學習', '機器學習', 'python', 'ai', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,34,35,中國醫藥大學附設醫院,1M94-醫療智慧中心臨床資料組 臨床數據分析師,"1. 臨床資料清理
2. 影像標註處理
3. 數據資料分析
4. 相關文書處理",大學,"['資料庫', '資料分析']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,35,36,威進國際資訊股份有限公司,資料倉儲分析師(台北),"1.處理大量原始資料進行資料清理及探索性分析
2.資料倉儲規劃、分析、建置。
3.資料倉儲model 優化及效能調整。
4.將資料視覺化, 產出分析報告或儀表板, 提供富有洞察力的數據協助營運決策
5.撰寫分析規格及流程文件 
",大學以上,"['java', 'mysql', 'sql', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,36,37,中國醫藥大學附設醫院,1M94-醫療智慧中心臨床資料組 初級臨床數據分析師,"1. 臨床資料清理
2. 病歷資料分析
3. 影像數據資料分析
4. 相關文書處理",大學,['資料分析'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,37,38,國泰金控_國泰金融控股股份有限公司,"資料科學分析師（Data Science R&D）- 資料科學實驗室(數數發中心, DDT)","隸屬於國泰金控下的資料科學實驗室 Cathay Data Lab Team，實驗室專注於開發與研究最新資料科學與人工智慧相關技術。
身為一名資料科學家與研究者，你必須適應 Cathay Data Lab Team 以下文化：
- 樂於互相分享，善於互相學習
- 主動發現問題，主動解決問題
- 討論風氣興盛，沒有階級之分

Cathay Data Lab Team 正在尋找優秀的機器學習及深度學習的專家，該職位將負責資料科學與人工智慧相關創新技術研究開發及概念性驗證。職務內容包括：
- 處理最前端的技術：研究或發表最新資料科學及人工智慧論文。如：Attention Model, Graph Neural Network, Neural Architecture Search, etc.
- 與各子公司業務團隊合作：應用機器/深度學習模型解決商業問題。如：客戶行為與屬性的分析與預測、商品或事件的推薦與預測。
- 建立快速且高效率的機器學習架構：與資料工程師合作，進行機器學習、深度學習的架構設計與開發。",大學以上,"['機器學習', '資料探勘', 'python', '統計學', '深度學習', 'linux']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,38,39,艾奕康工程顧問股份有限公司,資料庫與數據分析師 Data and Analytics Engineer(建築與人居環境部-台北),"AECOM數位解決方案團隊正在尋找熟悉建築與都市工程產業的資料庫與數據工程師，應徵者將與AECOM亞太區各地的專案和市場行銷團隊合作，協助團隊研究並建構資料庫結構與數據分析機制，打造支援雲端協作、行為分析以及資料視覺化的AR／VR／Web設計輔助工具，一同為AEC（Architecture, Engineering and Construction）產業帶來革新的工作流程與設計觀點。 

應徵者需具備專案管理與產品規畫的實務經驗，並且可獨立完成資料庫建構、資料擷取、導入、分析解讀和應用等工作，實務上需熟悉資料結構、分析指標、資料庫語言SQL、雲端儲存(Azure, AWS)、前端和後端開發語言（如：HTML5、ASP.NET、Python等）。若同時具備資料視覺化或機器學習等技術概念者尤佳。 

AECOM為構築更美好的世界而生，我們為全球150多個國家的政府機構與企業組織提供規劃設計、財務策劃與基礎設施營運的全方位服務。身為一個高度專業整合的企業，AECOM具備完整的全球專業知識網路與國際經驗，可以協助客戶解決高度複雜的業務挑戰。從地標建築與基礎設施、永續發展與環境規劃以至於國防建設與國家發展，AECOM提供多樣化的服務，身為美國Fortune 500大企業與Engineering News-Record排名全球第一的設計顧問公司。

",大學、碩士,"['機器學習', 'sql', '資料庫', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,39,40,國泰世華商業銀行股份有限公司_人力資源部,"【數據生態營運】資料科學分析師-數據分析 (數數發中心,DDT)","【職務說明】
1. 機器學習、深度學習或統計分析模型的實作開發，包含數據清洗、特徵工程及探索、模型建置與調參
2. 時間序列分析、自然語言處理(NLP)、社群網絡分析(SNA)或其他數據分析或演算法技術開發與實作
3. 配合數據技術發展目標，實作可落地實用之新興數據技術。",碩士以上,"['機器學習', 'sql', '深度學習', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,41,宇峻奧汀科技股份有限公司,遊戲數據分析工程師," - 彙整遊戲電磁紀錄，進行數據分析，為各業務策略提供數據支持。 
  - 依需求將遊戲數據視覺化, 產出分析報告或監控儀表板。 
  - 協助數據分析師建立統計分析方法。
  - 自動化各種資料流。",專科、大學、碩士,"['資料庫', 'sas', 'sql', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,41,42,OpenNet_開網有限公司,BI Analyst_BI 數據分析師,"Responsibilities 
● Delivering clear analysis and reporting of core business metrics to shareholders.
● Creation and management of reports and dashboards.
● Monitoring the performance of key business products. 
● Providing actionable insight to drive growth of core products. 
● Extraction and analysis of large data sets from MySQL/Oracle DBs. 
● Ad hoc analysis and reporting to clients and shareholders.
",大學以上,"['sas', 'sql', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,42,43,台塑_臺灣塑膠工業股份有限公司,電腦系統工程師 (資料庫管理) (越鋼-長駐越南),"1.負責MS SQL Server/Oracle資料庫監控機制建置及管理，包含服務、容量、CPU、Memory、Job及連線狀態。
2.執行例行性資料庫備份/還原作業，並定期產出AWR Report及優化各系統之SQL語句。
3.排除AIX/Solaris/Windows系統及MS SQL Server/Oracle之異常。
4.配合執行各種資料庫相關作業或開發Procedure及Schedule Job相關功能。",大學、碩士,"['ai', '資料庫', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,43,44,新加坡商鈦坦科技股份有限公司台灣分公司,Senior DataBase Administrator 資深資料庫管理師 (台中市政府旁),"1.	大型網站後端 SQL SERVER (MS SQL) 的運作架設、維護、管理、規劃。
2.	執行資料庫資料備援及恢復計畫。
3.	SQL SERVER (MS SQL) 的即時監控及相關除錯；管理各項資料庫資源使用，包含使用數量、權限管理、使用空間、系統資源（CPU、Memory、IO）等。
4.	監控資料庫效能，並適時針對相關參數及SQL進行調校。SQL SERVER 的存取效能及穩定性。
5.	網站存取資料庫架構設計及規劃；提供諮詢並處理使用者使用資料庫的相關問題，進行Schema建置與異動的工作。
6.	資料庫軟體維護及備份等 DB Schedule-Job 規劃。
7.	商業智慧系統架構分析，報表生成。
8.	此職缺在台中面試。",不拘,"['sql', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,44,45,肯微科技股份有限公司,TIPTOP軟體工程師,"1.	客製程式的開發
2.	客製報表的開發
3.	既有程式/報表的維護
4.	其他單位同仁的 TIPTOP 教育訓練
5.	各單位反應問題的排除與回覆
",大學以上,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,45,46,FUNDAY_智擎數位科技股份有限公司,資料庫管理師,"工作內容:
1. 資料庫優化
2. 資料庫規劃與設置
3. 與程式開發人員配合資料庫開發工作",專科以上,"['資料庫', 'sql', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,46,47,台中福華大飯店_鼎峻股份有限公司,資訊部副理,"1. Oracle及MS SQL程式設計及開發。
2.系統分析及開發並監控系統運作。 
3.建置、維護資料庫系統。 
4.網頁設程式設計及開發。 
5.協助處理公司IT部門工作。
6.負責資安專案執行管理。",專科以上,"['sql', '資料庫']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,47,48,宣揚電腦顧問股份有限公司,系統分析師（台北),"1.具備良好的邏輯,善於溝通協調。
2.熟SQL語法製作雲端APP程式
3.產品規劃.需求確認書,規格書撰寫。



發展遠景： 
宣揚公司基礎穩固, 技術領先同業.工作嚴謹,公司成長中,可在短時間內學習各個行業的Domain Know How,可往高階顧問師,管理職方面發展。",專科、大學、碩士,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,48,49,Paktor_新加坡商拍拖有限公司臺灣分公司,[Goodnight App]  Data Intern,"Goodnight是台灣自製的交友app，主打用聲音交友，上線三年，長期位於app商城交友app前三名，用戶數突破三百萬，各項數據連續三年都是指數型成長。

在台灣、港澳、馬來西亞、韓國、日本、印度、美國等國家都有不少的用戶，且持續成長中。

團隊成員就像好朋友一樣，會一起出國玩，下班喝酒聚餐。聰明工作、玩到壞掉，是我們的宗旨，來Goodnight，你可以有機會執行所有你想嘗試的Idea，無論是產品端、行銷端，甚至還可以跨領域學習、跨國家操作，跟著大家一起指數成長，絕對讓你感受到幸福又充滿挑戰的工作環境。

Job Title: Data intern
Salary range: NT$158/h.  (8hr/day, 2-3days/Week)
Period: Aug 1~ Dec 31 (6 months for first period) 

Job Description:
- help redesign / maintain data model
- build or integrate tooling for team member to explore data
- work closely with me and the team to serve present and future requirements of data (either collecting or analysis)",大學以上,['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,49,50,優橋貿易股份有限公司,系統開發軟體工程師（Java PHP HTML）,"1. 與外包廠商一起建置、開發公司內部管理系統
2. 與外包廠商一起建置、規劃資料庫
3. 公司內部系統的設定・維護・優化及管理
4. 提高公司內部作業流程的效率，導入/評估新技術&產品
**請具體說明實際使用需求軟體的東西, 並請提供作品集參考, 謝謝!",大學以上,"['javascript', '資料庫', 'java', 'c++']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
